year,category,motivation,fullName,gender,bornCountry,bornCity,organizationName,organizationCountry,organizationCity,born,age
1986,physics,for their design of the scanning tunneling microscope,Gerd Binnig,male,Germany,Frankfurt-on-the-Main,IBM Zurich Research Laboratory,Switzerland,Ruschlikon,1947/7/20,39
1986,physics,for his fundamental work in electron optics and for the design of the first electron microscope,Ernst Ruska,male,Germany,Heidelberg,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Germany,Berlin,1906/12/25,80
1985,physics,for the discovery of the quantized Hall effect,Klaus von Klitzing,male,Poland,Schroda,Max Planck Institute for Solid State Research,Germany,Stuttgart,1943/6/28,42
1985,economics,for his pioneering analyses of saving and of financial markets,Franco Modigliani,male,Italy,Rome,Massachusetts Institute of Technology (MIT),USA,Cambridge MA,1918/6/18,67
1985,medicine,for their discoveries concerning the regulation of cholesterol metabolism,Joseph L. Goldstein,male,USA,Sumter SC,University of Texas Southwestern Medical Center at Dallas,USA,Dallas TX,1940/4/18,45
1985,medicine,for their discoveries concerning the regulation of cholesterol metabolism,Michael S. Brown,male,USA,New York NY,University of Texas Southwestern Medical Center at Dallas,USA,Dallas TX,1941/4/13,44
1985,chemistry,for their outstanding achievements in the development of direct methods for the determination of crystal structures,Jerome Karle,male,USA,New York NY,US Naval Research Laboratory,USA,Washington D.C.,1918/6/18,67
1985,chemistry,for their outstanding achievements in the development of direct methods for the determination of crystal structures,Herbert A. Hauptman,male,USA,New York NY,The Medical Foundation of Buffalo,USA,Buffalo NY,1917/2/14,68
1984,medicine,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,Georges J.F. Kohler,male,Germany,Munich,Basel Institute for Immunology,Switzerland,Basel,1946/4/17,38
1984,economics,for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis,Richard Stone,male,United Kingdom,London,University of Cambridge,United Kingdom,Cambridge,1913/8/30,71
1984,medicine,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,Cesar Milstein,male,Argentina,Bahia Blanca,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge,1927/8/10,57
1984,medicine,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,Niels K. Jerne,male,United Kingdom,London,Basel Institute for Immunology,Switzerland,Basel,1911/12/23,73
1984,chemistry,for his development of methodology for chemical synthesis on a solid matrix,Bruce Merrifield,male,USA,Fort Worth TX,Rockefeller University,USA,New York NY,1921/7/15,63
1984,physics,for their decisive contributions to the large project which led to the discovery of the field particles W and Z communicators of weak interaction,Simon van der Meer,male,the Netherlands,the Hague,CERN,Switzerland,Geneva,1925/11/24,59
1984,physics,for their decisive contributions to the large project which led to the discovery of the field particles W and Z communicators of weak interaction,Carlo Rubbia,male,Italy,Gorizia,CERN,Switzerland,Geneva,1934/3/31,50
1983,economics,for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium,Gerard Debreu,male,France,Calais,University of California,USA,Berkeley CA,1921/4/7,62
1983,medicine,for her discovery of mobile genetic elements,Barbara McClintock,female,USA,Hartford CT,Cold Spring Harbor Laboratory,USA,Cold Spring Harbor NY,1902/6/16,81
1983,chemistry,for his work on the mechanisms of electron transfer reactions especially in metal complexes,Henry Taube,male,Canada,Neudorf,Stanford University,USA,Stanford CA,1915/11/30,68
1983,physics,for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe,William A. Fowler,male,USA,Pittsburgh PA,California Institute of Technology (Caltech),USA,Pasadena CA,1911/9/8,72
1983,physics,for his theoretical studies of the physical processes of importance to the structure and evolution of the stars,Subrahmanyan Chandrasekhar,male,Pakistan,Lahore,University of Chicago,USA,Chicago IL,1910/10/19,73
1982,economics,for his seminal studies of industrial structures functioning of markets and causes and effects of public regulation,George J. Stigler,male,USA,Renton WA,University of Chicago,USA,Chicago IL,1911/1/17,71
1982,medicine,for their discoveries concerning prostaglandins and related biologically active substances,John R. Vane,male,United Kingdom,Tardebigg,The Wellcome Research Laboratories,United Kingdom,Beckenham,1927/3/29,55
1982,medicine,for their discoveries concerning prostaglandins and related biologically active substances,Bengt I. Samuelsson,male,Sweden,Halmstad,Karolinska Institutet,Sweden,Stockholm,1934/5/21,48
1982,medicine,for their discoveries concerning prostaglandins and related biologically active substances,Sune K. Bergstrom,male,Sweden,Stockholm,Karolinska Institutet,Sweden,Stockholm,1916/10/1,66
1982,chemistry,for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes,Aaron Klug,male,Lithuania,Zelvas,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge,1926/11/8,56
1982,physics,for his theory for critical phenomena in connection with phase transitions,Kenneth G. Wilson,male,USA,Waltham MA,Cornell University,USA,Ithaca NY,1936/8/6,46
1981,physics,for his contribution to the development of high-resolution electron spectroscopy,Kai M. Siegbahn,male,Sweden,Lund,Uppsala University,Sweden,Uppsala,1918/4/20,63
1981,economics,for his analysis of financial markets and their relations to expenditure decisions employment production and prices,James Tobin,male,USA,Champaign IL,Yale University,USA,New Haven CT,1918/5/3,63
1981,medicine,for their discoveries concerning information processing in the visual system,Torsten N. Wiesel,male,Sweden,Uppsala,Harvard Medical School,USA,Boston MA,1924/3/6,57
1981,medicine,for their discoveries concerning information processing in the visual system,David H. Hubel,male,Canada,Windsor ON,Harvard Medical School,USA,Boston MA,1926/2/27,55
1981,medicine,for his discoveries concerning the functional specialization of the cerebral hemispheres,Roger W. Sperry,male,USA,Hartford CT,California Institute of Technology (Caltech),USA,Pasadena CA,1913/8/20,68
1981,chemistry,for their theories developed independently concerning the course of chemical reactions,Roald Hoffmann,male,Ukraine,Zloczov,Cornell University,USA,Ithaca NY,1937/7/18,44
1981,chemistry,for their theories developed independently concerning the course of chemical reactions,Kenichi Fukui,male,Japan,Nara,Kyoto University,Japan,Kyoto,1918/4/10,63
1981,physics,for their contribution to the development of laser spectroscopy,Arthur L. Schawlow,male,USA,Mount Vernon NY,Stanford University,USA,Stanford CA,1921/5/5,60
1981,physics,for their contribution to the development of laser spectroscopy,Nicolaas Bloembergen,male,the Netherlands,Dordrecht,Harvard University,USA,Cambridge MA,1920/11/3,61
1980,medicine,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,Jean Dausset,male,France,Toulouse,Universite de Paris Laboratoire Immuno-Hematologie,France,Paris,1916/10/19,64
1980,economics,for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies,Lawrence R. Klein,male,USA,Omaha NE,University of Pennsylvania,USA,Philadelphia PA,1920/9/14,60
1980,medicine,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,George D. Snell,male,USA,Bradford MA,Jackson Laboratory,USA,Bar Harbor ME,1903/12/19,77
1980,medicine,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,Baruj Benacerraf,male,Venezuela,Caracas,Harvard Medical School,USA,Boston MA,1920/10/29,60
1980,chemistry,for their contributions concerning the determination of base sequences in nucleic acids,Walter Gilbert,male,USA,Boston MA,Harvard University Biological Laboratories,USA,Cambridge MA,1932/3/21,48
1980,chemistry,for his fundamental studies of the biochemistry of nucleic acids with particular regard to recombinant-DNA,Paul Berg,male,USA,New York NY,Stanford University,USA,Stanford CA,1926/6/30,54
1980,chemistry,for their contributions concerning the determination of base sequences in nucleic acids,Frederick Sanger,male,United Kingdom,Rendcombe,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge,1918/8/13,62
1980,physics,for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons,Val Fitch,male,USA,Merriman NE,Princeton University,USA,Princeton NJ,1923/10/3,57
1980,physics,for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons,James Cronin,male,USA,Chicago IL,University of Chicago,USA,Chicago IL,1931/9/29,49
1979,economics,for their pioneering research into economic development research with particular consideration of the problems of developing countries,Sir Arthur Lewis,male,Saint Lucia,Castries,Princeton University,USA,Princeton NJ,1915/1/23,64
1979,economics,for their pioneering research into economic development research with particular consideration of the problems of developing countries,Theodore W. Schultz,male,USA,Arlington SD,University of Chicago,USA,Chicago IL,1902/4/30,77
1979,medicine,for the development of computer assisted tomography,Godfrey N. Hounsfield,male,United Kingdom,Newark,Central Research Laboratories EMI,United Kingdom,London,1919/8/28,60
1979,medicine,for the development of computer assisted tomography,Allan M. Cormack,male,South Africa,Johannesburg,Tufts University,USA,Medford MA,1924/2/23,55
1979,chemistry,for their development of the use of boron- and phosphorus-containing compounds respectively into important reagents in organic synthesis,Georg Wittig,male,Germany,Berlin,University of Heidelberg,Germany,Heidelberg,1897/06/16,82
1979,chemistry,for their development of the use of boron- and phosphorus-containing compounds respectively into important reagents in organic synthesis,Herbert C. Brown,male,United Kingdom,London,Purdue University,USA,West Lafayette IN,1912/5/22,67
1979,physics,for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current,Steven Weinberg,male,USA,New York NY,Harvard University,USA,Cambridge MA,1933/3/5,46
1979,physics,for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current,Abdus Salam,male,Pakistan,Jhang Maghiana,International Centre for Theoretical Physics,Italy,Trieste,1926/1/29,53
1979,physics,for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current,Sheldon Glashow,male,USA,New York NY,Harvard University Lyman Laboratory,USA,Cambridge MA,1932/5/12,47
1978,medicine,for the discovery of restriction enzymes and their application to problems of molecular genetics,Werner Arber,male,Switzerland,Granichen,University Biozentrum,Switzerland,Basel,1929/3/6,49
1978,economics,for his pioneering research into the decision-making process within economic organizations,Herbert Simon,male,USA,Milwaukee WI,Carnegie Mellon University,USA,Pittsburgh PA,1916/6/15,62
1978,medicine,for the discovery of restriction enzymes and their application to problems of molecular genetics,Hamilton O. Smith,male,USA,New York NY,Johns Hopkins University School of Medicine,USA,Baltimore MD,1931/8/23,47
1978,medicine,for the discovery of restriction enzymes and their application to problems of molecular genetics,Daniel Nathans,male,USA,Wilmington DE,Johns Hopkins University School of Medicine,USA,Baltimore MD,1928/10/30,50
1978,chemistry,for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory,Peter Mitchell,male,United Kingdom,Mitcham,Glynn Research Laboratories,United Kingdom,Bodmin,1920/9/29,58
1978,physics,for their discovery of cosmic microwave background radiation,Robert Woodrow Wilson,male,USA,Houston TX,Bell Laboratories,USA,Holmdel NJ,1936/10/1,42
1978,physics,for their discovery of cosmic microwave background radiation,Arno Penzias,male,Germany,Munich,Bell Laboratories,USA,Holmdel NJ,1933/4/26,45
1978,physics,for his basic inventions and discoveries in the area of low-temperature physics,Pyotr Kapitsa,male,Russia,Kronshtadt,Academy of Sciences,Russia,Moscow,1894/07/09,84
1977,chemistry,for his contributions to non-equilibrium thermodynamics particularly the theory of dissipative structures,Ilya Prigogine,male,Russia,Moscow,Universite Libre de Bruxelles,Belgium,Brussels,1917/1/25,60
1977,economics,for their pathbreaking contribution to the theory of international trade and international capital movements,Bertil Ohlin,male,Sweden,Klippan,Stockholm School of Economics,Sweden,Stockholm,1899/04/23,78
1977,economics,for their pathbreaking contribution to the theory of international trade and international capital movements,James E. Meade,male,United Kingdom,Swanage,University of Cambridge,United Kingdom,Cambridge,1907/6/23,70
1977,medicine,for the development of radioimmunoassays of peptide hormones,Rosalyn Yalow,female,USA,New York NY,Veterans Administration Hospital,USA,Bronx NY,1921/7/19,56
1977,medicine,for their discoveries concerning the peptide hormone production of the brain,Andrew V. Schally,male,Lithuania,Vilnius,Veterans Administration Hospital,USA,New Orleans LA,1926/11/30,51
1977,medicine,for their discoveries concerning the peptide hormone production of the brain,Roger Guillemin,male,France,Dijon,The Salk Institute,USA,San Diego CA,1924/11/1,53
1977,physics,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,John H. Van Vleck,male,USA,Middletown CT,Harvard University,USA,Cambridge MA,1899/03/13,78
1977,physics,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,Sir Nevill F. Mott,male,United Kingdom,Leeds,University of Cambridge,United Kingdom,Cambridge,1905/9/30,72
1977,physics,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,Philip W. Anderson,male,USA,Indianapolis IN,Bell Telephone Laboratories,USA,Murray Hill NJ,1923/12/13,54
1976,medicine,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,D. Carleton Gajdusek,male,USA,Yonkers NY,National Institutes of Health,USA,Bethesda MD,1923/9/9,53
1976,economics,for his achievements in the fields of consumption analysis monetary history and theory and for his demonstration of the complexity of stabilization policy,Milton Friedman,male,USA,Brooklyn NY,University of Chicago,USA,Chicago IL,1912/7/31,64
1976,medicine,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Baruch S. Blumberg,male,USA,New York NY,The Institute for Cancer Research,USA,Philadelphia PA,1925/7/28,51
1976,chemistry,for his studies on the structure of boranes illuminating problems of chemical bonding,William Lipscomb,male,USA,Cleveland OH,Harvard University,USA,Cambridge MA,1919/9/12,57
1976,physics,for their pioneering work in the discovery of a heavy elementary particle of a new kind,Samuel C.C. Ting,male,USA,Ann Arbor MI,Massachusetts Institute of Technology (MIT),USA,Cambridge MA,1936/1/27,40
1976,physics,for their pioneering work in the discovery of a heavy elementary particle of a new kind,Burton Richter,male,USA,Brooklyn NY,Stanford Linear Accelerator Center,USA,Stanford CA,1931/3/22,45
1975,chemistry,for his research into the stereochemistry of organic molecules and reactions,Vladimir Prelog,male,Bosnia and Herzegovina,Sarajevo,Swiss Federal Institute of Technology (ETH Zurich),Switzerland,Zurich,1906/7/23,69
1975,economics,for their contributions to the theory of optimum allocation of resources,Tjalling C. Koopmans,male,Netherlands,S Graveland,Yale University,USA,New Haven CT,1910/8/28,65
1975,economics,for their contributions to the theory of optimum allocation of resources,Leonid Vitaliyevich Kantorovich,male,Russia,St. Petersburg,Academy of Sciences,Russia,Moscow,1912/1/19,63
1975,medicine,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,Howard M. Temin,male,USA,Philadelphia PA,University of Wisconsin,USA,Madison WI,1934/10/12,41
1975,medicine,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,Renato Dulbecco,male,Italy,Catanzaro,Imperial Cancer Research Fund Laboratory,United Kingdom,London,1914/2/22,61
1975,medicine,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,David Baltimore,male,USA,New York NY,Massachusetts Institute of Technology (MIT),USA,Cambridge MA,1938/7/3,37
1975,chemistry,for his work on the stereochemistry of enzyme-catalyzed reactions,John Cornforth,male,Australia,Sydney,University of Sussex,United Kingdom,Brighton,1917/7/9,58
1975,physics,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,James Rainwater,male,USA,Council ID,Columbia University,USA,New York NY,1917/9/12,58
1975,physics,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,Ben R. Mottelson,male,USA,Chicago IL,Nordita,Denmark,Copenhagen,1926/9/7,49
1975,physics,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,Aage N. Bohr,male,Denmark,Copenhagen,Niels Bohr Institute,Denmark,Copenhagen,1922/6/19,53
1974,medicine,for their discoveries concerning the structural and functional organization of the cell,Albert Claude,male,Belgium,Longlier,Universite Catholique de Louvain,Belgium,Louvain,1898/08/24,76
1974,medicine,for their discoveries concerning the structural and functional organization of the cell,George E. Palade,male,Romania,Iasi,Yale University School of Medicine,USA,New Haven CT,1912/11/19,62
1974,medicine,for their discoveries concerning the structural and functional organization of the cell,Christian de Duve,male,United Kingdom,Thames Ditton,Rockefeller University,USA,New York NY,1917/2/10,57
1974,chemistry,for his fundamental achievements both theoretical and experimental in the physical chemistry of the macromolecules,Paul J. Flory,male,USA,Sterling IL,Stanford University,USA,Stanford CA,1910/6/19,64
1974,physics,for their pioneering research in radio astrophysics: Ryle for his observations and inventions in particular of the aperture synthesis technique and Hewish for his decisive role in the discovery of pulsars,Antony Hewish,male,United Kingdom,Fowey,University of Cambridge,United Kingdom,Cambridge,1924/11/5,50
1974,physics,for their pioneering research in radio astrophysics: Ryle for his observations and inventions in particular of the aperture synthesis technique and Hewish for his decisive role in the discovery of pulsars,Martin Ryle,male,United Kingdom,Brighton,University of Cambridge,United Kingdom,Cambridge,1918/9/27,56
1973,medicine,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,Konrad Lorenz,male,Austria,Vienna,"Konrad Lorenz Institute of the Austrian Academy of Sciences, Research Station for Ethology",Austria,Altenberg; Grunau im Almtal,1903/7/11,70
1973,medicine,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,Karl von Frisch,male,Austria,Vienna,Zoological Institute at the University of Munich,Germany,Munich,1886/11/20,87
1973,economics,for the development of the input-output method and for its application to important economic problems,Wassily Leontief,male,Russia,St. Petersburg,Harvard University,USA,Cambridge MA,1906/5/8,67
1973,medicine,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,Nikolaas Tinbergen,male,the Netherlands,the Hague,University of Oxford,United Kingdom,Oxford,1907/4/15,66
1973,chemistry,for their pioneering work performed independently on the chemistry of the organometallic so called sandwich compounds,Geoffrey Wilkinson,male,United Kingdom,Todmorden,Imperial College,United Kingdom,London,1921/7/14,52
1973,chemistry,for their pioneering work performed independently on the chemistry of the organometallic so called sandwich compounds,Ernst Otto Fischer,male,Germany,Munich,Technical University,Germany,Munich,1918/10/11,55
1973,physics,for his theoretical predictions of the properties of a supercurrent through a tunnel barrier in particular those phenomena which are generally known as the Josephson effects,Brian D. Josephson,male,United Kingdom,Cardiff,University of Cambridge,United Kingdom,Cambridge,1940/4/1,33
1973,physics,for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors respectively,Ivar Giaever,male,Norway,Bergen,General Electric Company,USA,Schenectady NY,1929/5/4,44
1973,physics,for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors respectively,Leo Esaki,male,Japan,Osaka,IBM Thomas J. Watson Research Center,USA,Yorktown Heights NY,1925/12/3,48
1972,economics,for their pioneering contributions to general economic equilibrium theory and welfare theory,Kenneth J. Arrow,male,USA,New York NY,Harvard University,USA,Cambridge MA,1921/8/23,51
1972,economics,for their pioneering contributions to general economic equilibrium theory and welfare theory,John R. Hicks,male,United Kingdom,Warwick,All Souls College,United Kingdom,Oxford,1904/8/4,68
1972,medicine,for their discoveries concerning the chemical structure of antibodies,Rodney R. Porter,male,United Kingdom,Newton-le-Willows,University of Oxford,United Kingdom,Oxford,1917/8/10,55
1972,medicine,for their discoveries concerning the chemical structure of antibodies,Gerald M. Edelman,male,USA,New York NY,Rockefeller University,USA,New York NY,1929/1/7,43
1972,chemistry,for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule,William H. Stein,male,USA,New York NY,Rockefeller University,USA,New York NY,1911/6/25,61
1972,chemistry,for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule,Stanford Moore,male,USA,Chicago IL,Rockefeller University,USA,New York NY,1913/4/9,59
1972,chemistry,for his work on ribonuclease especially concerning the connection between the amino acid sequence and the biologically active conformation,Christian Anfinsen,male,USA,Monessen PA,National Institutes of Health,USA,Bethesda MD,1916/3/26,56
1972,physics,for their jointly developed theory of superconductivity usually called the BCS-theory,Robert Schrieffer,male,USA,Oak Park IL,University of Pennsylvania,USA,Philadelphia PA,1931/5/31,41
1972,physics,for their jointly developed theory of superconductivity usually called the BCS-theory,Leon N. Cooper,male,USA,New York NY,Brown University,USA,Providence RI,1930/2/28,42
1972,physics,for their jointly developed theory of superconductivity usually called the BCS-theory,John Bardeen,male,USA,Madison WI,University of Illinois,USA,Urbana IL,1908/5/23,64
1971,economics,for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development,Simon Kuznets,male,Belarus,Pinsk,Harvard University,USA,Cambridge MA,1901/4/30,70
1971,medicine,for his discoveries concerning the mechanisms of the action of hormones,Earl W. Sutherland Jr.,male,USA,Burlingame KS,Vanderbilt University,USA,Nashville TN,1915/11/19,56
1971,chemistry,for his contributions to the knowledge of electronic structure and geometry of molecules particularly free radicals,Gerhard Herzberg,male,Germany,Hamburg,National Research Council of Canada,Canada,Ottawa,1904/12/25,67
1971,physics,for his invention and development of the holographic method,Dennis Gabor,male,Hungary,Budapest,Imperial College,United Kingdom,London,1900/5/6,71
1970,physics,for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics,Louis Neel,male,France,Lyon,University of Grenoble,France,Grenoble,1904/11/22,66
1970,physics,for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics,Hannes Alfven,male,Sweden,Norrkoping,Royal Institute of Technology,Sweden,Stockholm,1908/5/30,62
1970,economics,for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science,Paul A. Samuelson,male,USA,Gary IN,Massachusetts Institute of Technology (MIT),USA,Cambridge MA,1915/5/15,55
1970,medicine,for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation,Julius Axelrod,male,USA,New York NY,National Institutes of Health,USA,Bethesda MD,1912/5/30,58
1970,medicine,for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation,Ulf von Euler,male,Sweden,Stockholm,Karolinska Institutet,Sweden,Stockholm,1905/7/2,65
1970,medicine,for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation,Sir Bernard Katz,male,Germany,Leipzig,University College,United Kingdom,London,1911/3/26,59
1970,chemistry,for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates,Luis Leloir,male,France,Paris,Institute for Biochemical Research,Argentina,Buenos Aires,1906/6/9,64
1969,economics,for having developed and applied dynamic models for the analysis of economic processes,Jan Tinbergen,male,the Netherlands,the Hague,The Netherlands School of Economics,the Netherlands,Rotterdam,1903/12/4,66
1969,economics,for having developed and applied dynamic models for the analysis of economic processes,Ragnar Frisch,male,Norway,Oslo,University of Oslo,Norway,Oslo,1895/03/03,74
1969,medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses,Salvador E. Luria,male,Italy,Turin,Massachusetts Institute of Technology (MIT),USA,Cambridge MA,1912/8/13,57
1969,medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses,Alfred D. Hershey,male,USA,Owosso MI,Carnegie Institution of Washington,USA,Long Island New York NY,1908/4/12,61
1969,medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses,Max Delbrck,male,Germany,Berlin,California Institute of Technology (Caltech),USA,Pasadena CA,1906/4/9,63
1969,chemistry,for their contributions to the development of the concept of conformation and its application in chemistry,Odd Hassel,male,Norway,Oslo,University of Oslo,Norway,Oslo,1897/05/17,72
1969,chemistry,for their contributions to the development of the concept of conformation and its application in chemistry,Derek Barton,male,United Kingdom,Gravesend,Imperial College,United Kingdom,London,1918/8/9,51
1969,physics,for his contributions and discoveries concerning the classification of elementary particles and their interactions,Murray Gell-Mann,male,USA,New York NY,California Institute of Technology (Caltech),USA,Pasadena CA,1929/9/15,40
1968,medicine,for their interpretation of the genetic code and its function in protein synthesis,Marshall W. Nirenberg,male,USA,New York NY,National Institutes of Health,USA,Bethesda MD,1927/10/4,41
1968,medicine,for their interpretation of the genetic code and its function in protein synthesis,H. Gobind Khorana,male,India,Raipur,University of Wisconsin,USA,Madison WI,1922/9/1,46
1968,medicine,for their interpretation of the genetic code and its function in protein synthesis,Robert W. Holley,male,USA,Urbana IL,Cornell University,USA,Ithaca NY,1922/1/28,46
1968,chemistry,for the discovery of the reciprocal relations bearing his name which are fundamental for the thermodynamics of irreversible processes,Lars Onsager,male,Norway,Oslo,Yale University,USA,New Haven CT,1903/11/27,65
1968,physics,for his decisive contributions to elementary particle physics in particular the discovery of a large number of resonance states made possible through his development of the technique of using hydrogen bubble chamber and data analysis,Luis Alvarez,male,USA,San Francisco CA,University of California,USA,Berkeley CA,1911/6/13,57
1967,chemistry,for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy,Manfred Eigen,male,Germany,Bochum,Max Planck Institute for Physical Chemistry,Germany,Gottingen,1927/9/5,40
1967,medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye,George Wald,male,USA,New York NY,Harvard University,USA,Cambridge MA,1906/11/18,61
1967,medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye,Keffer Hartline,male,USA,Bloomsburg PA,Rockefeller University,USA,New York NY,1903/12/22,64
1967,medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye,Ragnar Granit,male,Finland,Helsinki,Karolinska Institutet,Sweden,Stockholm,1900/10/30,67
1967,chemistry,for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy,George Porter,male,United Kingdom,Stainforth,Royal Institution of Great Britain,United Kingdom,London,1920/6/12,47
1967,chemistry,for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy,Ronald G.W. Norrish,male,United Kingdom,Cambridge,Institute of Physical Chemistry,United Kingdom,Cambridge,1897/11/09,70
1967,physics,for his contributions to the theory of nuclear reactions especially his discoveries concerning the energy production in stars,Hans Bethe,male,France,Strasbourg,Cornell University,USA,Ithaca NY,1906/2/7,61
1966,physics,for the discovery and development of optical methods for studying Hertzian resonances in atoms,Alfred Kastler,male,France,Guebwiller,Ecole Normale Superieure,France,Paris,1902/3/5,64
1966,medicine,for his discoveries concerning hormonal treatment of prostatic cancer,Charles B. Huggins,male,Canada,Halifax Nova Scotia,University of Chicago Ben May Laboratory for Cancer Research,USA,Chicago IL,1901/9/22,65
1966,medicine,for his discovery of tumour-inducing viruses,Peyton Rous,male,USA,Baltimore MD,Rockefeller University,USA,New York NY,1879/10/05,87
1966,chemistry,for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method,Robert S. Mulliken,male,USA,Newburyport MA,University of Chicago,USA,Chicago IL,1896/06/07,70
1965,medicine,for their discoveries concerning genetic control of enzyme and virus synthesis,Jacques Monod,male,France,Paris,Institut Pasteur,France,Paris,1910/9/2,55
1965,medicine,for their discoveries concerning genetic control of enzyme and virus synthesis,Andr Lwoff,male,France,Ainay le Chacteau,Institut Pasteur,France,Paris,1902/8/5,63
1965,medicine,for their discoveries concerning genetic control of enzyme and virus synthesis,Franois Jacob,male,France,Nancy,Institut Pasteur,France,Paris,1920/6/17,45
1965,chemistry,for his outstanding achievements in the art of organic synthesis,Robert B. Woodward,male,USA,Boston MA,Harvard University,USA,Cambridge MA,1917/10/4,48
1965,physics,for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles,Richard P. Feynman,male,USA,New York NY,California Institute of Technology (Caltech),USA,Pasadena CA,1918/11/5,47
1965,physics,for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles,Julian Schwinger,male,USA,New York NY,Harvard University,USA,Cambridge MA,1918/12/2,47
1965,physics,for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles,Sin-Itiro Tomonaga,male,Japan,Kyoto,Tokyo University of Education,Japan,Tokyo,1906/3/31,59
1964,medicine,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,Feodor Lynen,male,Germany,Munich,Max Planck Institute for Cell Chemistry,Germany,Munich,1911/6/4,53
1964,medicine,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,Konrad Bloch,male,Poland,Nysa,Harvard University,USA,Cambridge MA,1912/1/21,52
1964,chemistry,for her determinations by X-ray techniques of the structures of important biochemical substances,Dorothy Crowfoot Hodgkin,female,Egypt,Cairo,University of Oxford Royal Society,United Kingdom,Oxford,1910/12/5,54
